##################################################
Knowledge Graph : /home/piod7321/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-09-16/vertex_ai/gemini-2.5-flash/merged/merged_graph_4.ttl
Number of Nodes : 397
Number of edges : 747
cumulative number of nodes : 397
degree_histogram : [0, 128, 68, 63, 42, 24, 14, 9, 8, 6, 8, 7, 4, 5, 2, 2, 1, 1, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.004751545683535608
Average degree connectivity : {4: 4.767857142857143, 9: 3.462962962962963, 6: 4.392857142857143, 1: 0.2734375, 5: 2.8916666666666666, 2: 0.6764705882352942, 14: 5.178571428571429, 3: 2.4232804232804233, 10: 2.4625, 11: 4.116883116883117, 22: 2.227272727272727, 7: 3.3492063492063493, 12: 3.7916666666666665, 8: 4.609375, 15: 3.066666666666667, 35: 5.4, 23: 3.0217391304347827, 16: 3.4375, 13: 4.2, 24: 2.875, 17: 7.647058823529412}
#### Subject, Object, predicate ####
OrangeCorp_extra_node_2,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
ServerRoom_A1,DataCenter_Paris,{'label': 'bot#hasSpace', 'color': 'white'}
CWA_ProdModule,In Production,{'label': 'applicationModuleStatus', 'color': 'white'}
CWA_ProdModule,AppSupportTeam,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
CWA_ProdModule,CriticalWebApp,{'label': 'applicationModuleOf', 'color': 'white'}
Event_AppError,WebAppServer01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_AppError,APM_System,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_AppError,Major,{'label': 'alarmSeverity', 'color': 'white'}
WebAppServer01,AppSupportTeam,{'label': 'resourceManagedBy', 'color': 'white'}
WebAppServer01,HPProLiantDL380,{'label': 'resourceProductModel', 'color': 'white'}
WebAppServer01,IP_192_168_1_10,{'label': 'resourceManagementIPAddress', 'color': 'white'}
WebAppServer01,In Use,{'label': 'resourceUsageState', 'color': 'white'}
WebAppServer01,Server,{'label': 'resourceType', 'color': 'white'}
WebAppServer01,CriticalWebApp,{'label': 'resourceForApplication', 'color': 'white'}
WebAppServer01,RackL06,{'label': 'locatedAtLocus', 'color': 'white'}
WAN_Link_Paris_ProviderA,Router_Core_01_GE0_0_0,{'label': 'networkInterfaceConnects', 'color': 'white'}
WAN_Link_Paris_ProviderA,Router_Core_01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
WAN_Link_Paris_ProviderA,ProviderA_Router_Edge,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
Router_Core_01_GE0_0_0,up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
Router_Core_01_GE0_0_0,Router_Core_01,{'label': 'networkInterfaceOf', 'color': 'white'}
Router_Core_01_GE0_0_0,Physical,{'label': 'networkInterfaceType', 'color': 'white'}
AppSupportTeam,Ticketing System,{'label': 'agentPreferredContactMethod', 'color': 'white'}
AppSupportTeam,OrangeCorp_extra_node_5,{'label': 'org#unitOf', 'color': 'white'}
AppSupportTeam,WebAppServer01,{'label': 'agentManagesResource', 'color': 'white'}
AppSupportTeam,OrangeCorp_extra_node_2,{'label': 'org#unitOf', 'color': 'white'}
AppSupportTeam,OrangeCorp,{'label': 'org#unitOf', 'color': 'white'}
AppSupportTeam,TicketingSystemContactMethod,{'label': 'agentPreferredContactMethod', 'color': 'white'}
CoreRouter01_Gi0_0_0,up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
CoreRouter01_Gi0_0_0,Link_EdgeSwitch05_CoreRouter01,{'label': 'networkInterfaceConnects', 'color': 'white'}
CoreRouter01_Gi0_0_0,CoreRouter01,{'label': 'networkInterfaceOf', 'color': 'white'}
RouterCore01,OperationalState_extra_node_5,{'label': 'resourceUsageState', 'color': 'white'}
RouterCore01,DataCenterA_Rack2_U5,{'label': 'locatedAtLocus', 'color': 'white'}
RouterCore01,OperationalState,{'label': 'resourceUsageState', 'color': 'white'}
RouterCore01,NetworkOperationsTeam,{'label': 'resourceManagedBy', 'color': 'white'}
RouterCore01,CiscoASR9K,{'label': 'resourceProductModel', 'color': 'white'}
RouterCore01,InternetAccessService,{'label': 'resourceForApplication', 'color': 'white'}
RouterCore01,RouterType,{'label': 'resourceType', 'color': 'white'}
RouterCore01,RouterCore01_MgmtIP,{'label': 'resourceManagementIPAddress', 'color': 'white'}
NOC_Team,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
NOC_Team,OrangeCorp_extra_node_2,{'label': 'org#unitOf', 'color': 'white'}
NOC_Team,OrangeCorp_extra_node_3,{'label': 'org#unitOf', 'color': 'white'}
CoreRouter01,NetworkTeam,{'label': 'resourceManagedBy', 'color': 'white'}
CoreRouter01,RackA1,{'label': 'locatedAtLocus', 'color': 'white'}
CoreRouter01,IP_10_0_0_1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
CoreRouter01,Cisco_ASR9K,{'label': 'resourceProductModel', 'color': 'white'}
CoreRouter01,In Use,{'label': 'resourceUsageState', 'color': 'white'}
CoreRouter01,IP_192_168_1_1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
CoreRouter01,NetworkOperationsTeam,{'label': 'resourceManagedBy', 'color': 'white'}
CoreRouter01,CiscoASR9K,{'label': 'resourceProductModel', 'color': 'white'}
CoreRouter01,Router,{'label': 'resourceType', 'color': 'white'}
CoreRouter01,RackL06,{'label': 'locatedAtLocus', 'color': 'white'}
CoreRouter01,OperationalState_extra_node_0,{'label': 'resourceUsageState', 'color': 'white'}
CoreRouter01,NetworkOpsTeam,{'label': 'resourceManagedBy', 'color': 'white'}
CoreRouter01,RouterType,{'label': 'resourceType', 'color': 'white'}
TT_20231026_001,CriticalWebApp,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT_20231026_001,Event_InterfaceDown,{'label': 'troubleTicketTrigger', 'color': 'white'}
TT_20231026_001,CoreRouter01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT_20231026_001,P1,{'label': 'troubleTicketPriority', 'color': 'white'}
TT_20231026_001,Event_TT_StatusChange_Resolved,{'label': 'documentStatusHistory', 'color': 'white'}
TT_20231026_001,FailureType,{'label': 'troubleTicketType', 'color': 'white'}
TT_20231026_001,WebAppServer01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT_20231026_001,Event_TT_StatusChange_InProgress,{'label': 'documentStatusHistory', 'color': 'white'}
TT_20231026_001,NetworkOpsTeam,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT_20231026_001,SupervisionOrigin,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT_20231026_001,Blocking,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT_20231026_001,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TT_20231026_001,AppSupportTeam,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT_20231026_001,Managed backbone networks,{'label': 'problemResponsibility', 'color': 'white'}
TT_20231026_001,Total breakdown,{'label': 'troubleTicketCategory', 'color': 'white'}
TT_20231026_001,Customer,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT_20231026_001,NetworkTeam,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT_20231026_001,CustomerPortalApp_extra_node_0,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT_20231026_001,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT_20231026_001,Event_InterfaceDown_extra_node_2,{'label': 'troubleTicketTrigger', 'color': 'white'}
TT_20231026_001,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT_20231026_001,CustomerPortalApp,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT_20231026_001,Network equipment failure,{'label': 'problemCategory', 'color': 'white'}
TT_20231026_001,Router_Core_01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT_20231026_001,InProgressStatus,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT_20231026_001,Event_CR01_Eth0_Down,{'label': 'troubleTicketTrigger', 'color': 'white'}
TT_20231026_001,P1Priority,{'label': 'troubleTicketPriority', 'color': 'white'}
TT_20231026_001,BlockingSeverity,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT_20231026_001,Immediate Intervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TT_20231026_001,NOC_Team,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT_20231026_001,Interrupted service,{'label': 'troubleTicketCriticity', 'color': 'white'}
CriticalWebApp,Customer-Facing Service,{'label': 'applicationType', 'color': 'white'}
CriticalWebApp,High,{'label': 'applicationBusinessImportance', 'color': 'white'}
ServerRoomA,ParisDataCenter,{'label': 'bot#hasBuilding', 'color': 'white'}
ServerRoomA,DataCenterParis,{'label': 'bot#hasSpace', 'color': 'white'}
ServerRoomA,MainDataCenter,{'label': 'bot#hasSpace', 'color': 'white'}
ServerRoomA,RackA1,{'label': 'bot#hasSpace', 'color': 'white'}
ServerRoomA,RackA2,{'label': 'bot#hasSpace', 'color': 'white'}
CR_20240310_005,Standard Change,{'label': 'changeRequestType', 'color': 'white'}
CR_20240310_005,AliceSmith,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
CR_20240310_005,OperationPlan_RouterRestart,{'label': 'actionCorrelatedOperationPlan', 'color': 'white'}
CR_20240310_005,Software upgrade,{'label': 'changeRequestChangeCause', 'color': 'white'}
CR_20240310_005,Event_ConfigChange,{'label': 'documentStatusHistory', 'color': 'white'}
CR_20240310_005,Scheduled,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
CR_20240310_005,Closed,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
CR_20240310_005,NetworkOpsTeam,{'label': 'changeRequestActorParty', 'color': 'white'}
CR_20240310_005,Preventative maintenance,{'label': 'changeRequestCategory', 'color': 'white'}
CR_20240310_005,Router01,{'label': 'changeRequestImpact', 'color': 'white'}
ServerWeb01,OrangeCorp_extra_node_1,{'label': 'resourceManagedBy', 'color': 'white'}
ServerWeb01,Virtual Machine,{'label': 'resourceType', 'color': 'white'}
ServerWeb01,10.0.0.10_extra_node_1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
ServerWeb01,In Production,{'label': 'resourceUsageState', 'color': 'white'}
ServerWeb01,10.0.0.10,{'label': 'resourceManagementIPAddress', 'color': 'white'}
ServerWeb01,OrangeCorp,{'label': 'resourceManagedBy', 'color': 'white'}
ServerWeb01,CustomerPortalApp,{'label': 'resourceForApplication', 'color': 'white'}
ServerWeb01,RackA1_U42,{'label': 'locatedAtLocus', 'color': 'white'}
ServerWeb01,CustomerPortalApp_extra_node_1,{'label': 'resourceForApplication', 'color': 'white'}
AppServer_CRM_Prod,ApplicationSupportTeam,{'label': 'resourceManagedBy', 'color': 'white'}
AppServer_CRM_Prod,HP_ProLiant_DL380,{'label': 'resourceProductModel', 'color': 'white'}
AppServer_CRM_Prod,In Use,{'label': 'resourceUsageState', 'color': 'white'}
AppServer_CRM_Prod,CRM_Prod_Module,{'label': 'resourceForApplication', 'color': 'white'}
AppServer_CRM_Prod,IP_10_0_0_10,{'label': 'resourceManagementIPAddress', 'color': 'white'}
AppServer_CRM_Prod,RackA1,{'label': 'locatedAtLocus', 'color': 'white'}
AppServer_CRM_Prod,Application Server,{'label': 'resourceType', 'color': 'white'}
Event_InterfaceDown,NMSApplication,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_InterfaceDown,RouterCore01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_InterfaceDown,NetworkOperationsTeam,{'label': 'logOriginatingAgent', 'color': 'white'}
Event_InterfaceDown,Critical,{'label': 'alarmSeverity', 'color': 'white'}
Event_InterfaceDown,NetworkMonitoringSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_InterfaceDown,NMS_System,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_InterfaceDown,Major,{'label': 'alarmSeverity', 'color': 'white'}
Event_InterfaceDown,MajorSeverity,{'label': 'alarmSeverity', 'color': 'white'}
Event_InterfaceDown,CoreRouter01_Gi0_0_0,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_InterfaceDown,CoreRouter01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
VirtualCenter_01,Virtualization Manager,{'label': 'resourceType', 'color': 'white'}
VirtualCenter_01,AppSupportTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Server_App_01_Eth0,Server_App_01,{'label': 'networkInterfaceOf', 'color': 'white'}
Server_App_01_Eth0,up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
Server_App_01_Eth0,Physical,{'label': 'networkInterfaceType', 'color': 'white'}
NetworkOpsTeam,CoreRouter01,{'label': 'agentManagesResource', 'color': 'white'}
NetworkOpsTeam,EdgeSwitch05,{'label': 'agentManagesResource', 'color': 'white'}
NetworkOpsTeam,OrangeCorp_extra_node_1,{'label': 'org#unitOf', 'color': 'white'}
NetworkOpsTeam,OrangeCorp,{'label': 'org#unitOf', 'color': 'white'}
NetworkOpsTeam,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
CustomerPortal_Dev,In Development,{'label': 'applicationModuleStatus', 'color': 'white'}
CustomerPortal_Dev,CustomerPortalApp,{'label': 'applicationModuleOf', 'color': 'white'}
CustomerPortal_Dev,AppSupportTeam,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
CR_20240501_001,JohnDoe_extra_node_4,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
CR_20240501_001,Scheduled,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
CR_20240501_001,Software upgrade,{'label': 'changeRequestChangeCause', 'color': 'white'}
CR_20240501_001,Standard,{'label': 'changeRequestType', 'color': 'white'}
CR_20240501_001,Internal intervention,{'label': 'changeRequestCategory', 'color': 'white'}
CR_20240501_001,DBUpgrade_OperationPlan,{'label': 'actionCorrelatedOperationPlan', 'color': 'white'}
CR_20240501_001,JohnDoe,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
CR_20240501_001,CoreRouter01,{'label': 'changeRequestImpact', 'color': 'white'}
CR_20240501_001,JaneSmith_extra_node_3,{'label': 'changeRequestPilotParty', 'color': 'white'}
CR_20240501_001,CustomerPortal_Prod_Module,{'label': 'changeRequestImpact', 'color': 'white'}
CR_20240501_001,RouterOSUpgradePlan,{'label': 'actionCorrelatedOperationPlan', 'color': 'white'}
ChangeRequest_RouterUpgrade,RouterOSUpgradePlan,{'label': 'actionCorrelatedOperationPlan', 'color': 'white'}
ChangeRequest_RouterUpgrade,JohnDoe,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
ChangeRequest_RouterUpgrade,StandardChangeType,{'label': 'changeRequestType', 'color': 'white'}
ChangeRequest_RouterUpgrade,InternalInterventionCategory,{'label': 'changeRequestCategory', 'color': 'white'}
ChangeRequest_RouterUpgrade,SoftwareUpgradeCause,{'label': 'changeRequestChangeCause', 'color': 'white'}
ChangeRequest_RouterUpgrade,ScheduledStatus,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
ChangeRequest_RouterUpgrade,PreventativeMaintenanceCategory,{'label': 'changeRequestCategory', 'color': 'white'}
ChangeRequest_RouterUpgrade,RouterCore01,{'label': 'changeRequestImpact', 'color': 'white'}
RouterOSUpgradePlan,RouterOSUpgradePreCondition,{'label': 'operationPlanPreCondition', 'color': 'white'}
RouterOSUpgradePlan,RouterUpgradePreCondition,{'label': 'operationPlanPreCondition', 'color': 'white'}
RouterOSUpgradePlan,RouterUpgradePostCondition,{'label': 'operationPlanPostCondition', 'color': 'white'}
RouterOSUpgradePlan,RouterOSUpgradePreCheck,{'label': 'operationPlanPreCondition', 'color': 'white'}
RouterOSUpgradePlan,RouterOSUpgradePostCondition,{'label': 'operationPlanPostCondition', 'color': 'white'}
RouterOSUpgradePlan,RouterOSUpgradePostCheck,{'label': 'operationPlanPostCondition', 'color': 'white'}
Event_TT_StatusChange_Resolved,TicketingSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
JaneSmith_extra_node_2,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
JaneSmith_extra_node_2,AppSupportTeam,{'label': 'org#memberOf', 'color': 'white'}
JaneSmith_extra_node_2,WebServer_CP_01,{'label': 'agentManagesResource', 'color': 'white'}
Router01,RackA1_U42,{'label': 'locatedAtLocus', 'color': 'white'}
Router01,CustomerPortalApp_extra_node_1,{'label': 'resourceForApplication', 'color': 'white'}
Router01,CustomerPortalApp,{'label': 'resourceForApplication', 'color': 'white'}
Router01,In Production,{'label': 'resourceUsageState', 'color': 'white'}
Router01,NetworkOpsTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Router01,192.168.1.1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Router01,Router,{'label': 'resourceType', 'color': 'white'}
TT_20240315_001,Event_RouterDown,{'label': 'documentStatusHistory', 'color': 'white'}
TT_20240315_001,Router01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT_20240315_001,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT_20240315_001,CustomerPortalApp,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT_20240315_001,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT_20240315_001,AliceSmith,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT_20240315_001,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT_20240315_001,P1,{'label': 'troubleTicketPriority', 'color': 'white'}
TT_20240315_001,RouterRestartProcedure,{'label': 'actionCorrelatedOperationPlan', 'color': 'white'}
TT_20240315_001,Customer,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT_20240315_001,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TT_20240315_001,CustomerPortalApp_extra_node_1,{'label': 'troubleTicketRelatedService', 'color': 'white'}
Event_RouterDown,Router01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_RouterDown,Critical,{'label': 'alarmSeverity', 'color': 'white'}
Event_RouterDown,MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
CoreRouter02,NetworkOperationsTeam,{'label': 'resourceManagedBy', 'color': 'white'}
CoreRouter02,OperationalState_extra_node_0,{'label': 'resourceUsageState', 'color': 'white'}
CoreRouter02,RackA1,{'label': 'locatedAtLocus', 'color': 'white'}
CoreRouter02,IP_10_0_0_2,{'label': 'resourceManagementIPAddress', 'color': 'white'}
CoreRouter02,RouterType,{'label': 'resourceType', 'color': 'white'}
CoreRouter02,Router,{'label': 'resourceType', 'color': 'white'}
CoreRouter02,NetworkTeam,{'label': 'resourceManagedBy', 'color': 'white'}
CoreRouter02,CiscoASR9K,{'label': 'resourceProductModel', 'color': 'white'}
TT_2231026_001_Note2,JohnDoe,{'label': 'creator', 'color': 'white'}
TT_2231026_001_Note2,Corrective Action,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TT_2231026_001_Note2,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TT_2231026_001_Note2,InterfaceUpAction,{'label': 'troubleTicketNoteCorrelatedExecution', 'color': 'white'}
TT_2231026_001_Note2,TT_20231026_001,{'label': 'isPartOf', 'color': 'white'}
TT_20231026_001_Screenshot,TT_20231026_001,{'label': 'isPartOf', 'color': 'white'}
RackA1_U42,ServerRoomA,{'label': 'bot#containsZone', 'color': 'white'}
HP_ProLiant_DL380,HPE,{'label': 'productManufacturedBy', 'color': 'white'}
HP_ProLiant_DL380,HPE_extra_node_4,{'label': 'productManufacturedBy', 'color': 'white'}
HP_ProLiant_DL380,HPE_extra_node_2,{'label': 'productManufacturedBy', 'color': 'white'}
WebServer_CP_02,CustomerPortalApp,{'label': 'resourceForApplication', 'color': 'white'}
WebServer_CP_02,In Production,{'label': 'resourceUsageState', 'color': 'white'}
WebServer_CP_02,10.0.0.11,{'label': 'resourceManagementIPAddress', 'color': 'white'}
WebServer_CP_02,HP_ProLiant_DL380,{'label': 'resourceProductModel', 'color': 'white'}
WebServer_CP_02,Rack_A1_L06,{'label': 'locatedAtLocus', 'color': 'white'}
WebServer_CP_02,Server,{'label': 'resourceType', 'color': 'white'}
WebServer_CP_02,AppSupportTeam,{'label': 'resourceManagedBy', 'color': 'white'}
WebServer_CP_02,VirtualCenter_01,{'label': 'clusterController', 'color': 'white'}
Event_TT_StatusChange_InProgress,TicketingSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
TroubleTicketNote_Diagnosis,InternalCommentType,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TroubleTicketNote_Diagnosis,JohnDoe,{'label': 'creator', 'color': 'white'}
TroubleTicketNote_Diagnosis,TroubleTicket_CR01_InterfaceDown,{'label': 'isPartOf', 'color': 'white'}
TroubleTicketNote_Diagnosis,TroubleTicket_20240423_001,{'label': 'isPartOf', 'color': 'white'}
TroubleTicketNote_Diagnosis,DiagnosisOperationType,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TroubleTicketNote_Resolution,CorrectiveActionOperationType,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TroubleTicketNote_Resolution,InternalCommentType,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TroubleTicketNote_Resolution,Action_RestartInterface,{'label': 'troubleTicketNoteCorrelatedExecution', 'color': 'white'}
TroubleTicketNote_Resolution,JohnDoe,{'label': 'creator', 'color': 'white'}
TroubleTicketNote_Resolution,ResolutionOperationType,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TroubleTicketNote_Resolution,TroubleTicket_CR01_InterfaceDown,{'label': 'isPartOf', 'color': 'white'}
TroubleTicketNote_Resolution,TroubleTicket_20240423_001,{'label': 'isPartOf', 'color': 'white'}
TroubleTicketNote_Resolution,Action_BringUpInterface,{'label': 'troubleTicketNoteCorrelatedExecution', 'color': 'white'}
AppSupportTeam_extra_node_0,ITOperationsDept,{'label': 'org#unitOf', 'color': 'white'}
AppSupportTeam_extra_node_0,TicketingSystemContactMethod,{'label': 'agentPreferredContactMethod', 'color': 'white'}
ITOperationsDept,EmailContactMethod,{'label': 'agentPreferredContactMethod', 'color': 'white'}
CustomerPortal_Prod,WebServer_CP_01,{'label': 'subSystem', 'color': 'white'}
CustomerPortal_Prod,AppSupportTeam,{'label': 'applicationModuleSupportTeam', 'color': 'white'}
CustomerPortal_Prod,In Production,{'label': 'applicationModuleStatus', 'color': 'white'}
CustomerPortal_Prod,NOC_Team,{'label': 'applicationModuleSupportGroup', 'color': 'white'}
CustomerPortal_Prod,HotlineTeam,{'label': 'applicationModuleHotlineGroup', 'color': 'white'}
CustomerPortal_Prod,JaneSmith_extra_node_2,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
CustomerPortal_Prod,SLA_Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
CustomerPortal_Prod,CustomerPortalApp,{'label': 'applicationModuleOf', 'color': 'white'}
AliceSmith,NetworkOpsTeam,{'label': 'org#memberOf', 'color': 'white'}
AliceSmith,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
AliceSmith,mailto:alice.smith@example.com,{'label': 'mbox', 'color': 'white'}
CustomerPortalApp_extra_node_1,OrangeCorp_extra_node_1,{'label': 'elementManagedBy', 'color': 'white'}
CustomerPortalApp_extra_node_1,Web Application,{'label': 'applicationType', 'color': 'white'}
CustomerPortalApp_extra_node_1,High,{'label': 'applicationBusinessImportance', 'color': 'white'}
OrangeCorp_extra_node_4,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
RouterCore01_Gi0_0_0,PhysicalInterfaceType,{'label': 'networkInterfaceType', 'color': 'white'}
RouterCore01_Gi0_0_0,RouterCore01,{'label': 'networkInterfaceOf', 'color': 'white'}
RouterCore01_Gi0_0_0,Link_WS01_CR01,{'label': 'networkInterfaceConnects', 'color': 'white'}
RouterCore01_Gi0_0_0,UpOperationalStatus,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
RouterCore01_Gi0_0_0,UpAdminStatus,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
CustomerPortal_App,Web Application,{'label': 'applicationType', 'color': 'white'}
CustomerPortal_App,Critical,{'label': 'applicationBusinessImportance', 'color': 'white'}
WebServer_CP_01_ETH0,WebServer_CP_01,{'label': 'networkInterfaceOf', 'color': 'white'}
WebServer_CP_01_ETH0,up_extra_node_2,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
WebServer_CP_01_ETH0,Link_Router_Web_CP,{'label': 'networkInterfaceConnects', 'color': 'white'}
CustomerPortal_Prod_Module,In Production,{'label': 'applicationModuleStatus', 'color': 'white'}
CustomerPortal_Prod_Module,AppSupport_Team,{'label': 'applicationModuleSupportTeam', 'color': 'white'}
CustomerPortal_Prod_Module,Platinum,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
CustomerPortal_Prod_Module,JaneSmith_extra_node_3,{'label': 'applicationModuleSupportLeader', 'color': 'white'}
CustomerPortal_Prod_Module,CustomerPortal_App,{'label': 'applicationModuleOf', 'color': 'white'}
CustomerPortalProdModule,CustomerPortalApp,{'label': 'applicationModuleOf', 'color': 'white'}
CustomerPortalProdModule,AppSupportTeam,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
CustomerPortalProdModule,InProductionStatus,{'label': 'applicationModuleStatus', 'color': 'white'}
CustomerPortalProdModule,JaneSmith,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
WebAppServer01_Eth0,Link_WebAppServer01_EdgeSwitch05,{'label': 'networkInterfaceConnects', 'color': 'white'}
WebAppServer01_Eth0,WebAppServer01,{'label': 'networkInterfaceOf', 'color': 'white'}
WebAppServer01_Eth0,up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
Link_WebAppServer01_EdgeSwitch05,EdgeSwitch05,{'label': 'networkLinkTerminationResource', 'color': 'white'}
Link_WebAppServer01_EdgeSwitch05,WebAppServer01,{'label': 'networkLinkTerminationResource', 'color': 'white'}
InternetAccessService,Customer Facing Service,{'label': 'serviceType', 'color': 'white'}
InternetAccessService,CustomerPortalApp,{'label': 'subSystem', 'color': 'white'}
InternetAccessService,CustomerFacingServiceType,{'label': 'serviceType', 'color': 'white'}
TroubleTicket_20240423_001,Event_InterfaceDown,{'label': 'troubleTicketTrigger', 'color': 'white'}
TroubleTicket_20240423_001,WebServer01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket_20240423_001,BlockingSeverity,{'label': 'troubleTicketSeverity', 'color': 'white'}
TroubleTicket_20240423_001,InProgressStatus,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TroubleTicket_20240423_001,AppSupportTeam,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_20240423_001,CustomerPortalApp,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket_20240423_001,P1Priority,{'label': 'troubleTicketPriority', 'color': 'white'}
TroubleTicket_20240423_001,CustomerOrigin,{'label': 'troubleTicketOrigin', 'color': 'white'}
TroubleTicket_20240423_001,FailureType,{'label': 'troubleTicketType', 'color': 'white'}
Cisco_ASR9K,CiscoSystems,{'label': 'productManufacturedBy', 'color': 'white'}
Link_EdgeSwitch05_CoreRouter01,CoreRouter01,{'label': 'networkLinkTerminationResource', 'color': 'white'}
Link_EdgeSwitch05_CoreRouter01,EdgeSwitch05,{'label': 'networkLinkTerminationResource', 'color': 'white'}
CustomerPortalProd,In Production,{'label': 'applicationModuleStatus', 'color': 'white'}
CustomerPortalProd,BobJohnson,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
CustomerPortalProd,OrangeCorp_extra_node_1,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
